Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
80,6,21/02/2018 02:20:26,6373,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.8239448,6373.0,0.0,6373.0,6373.0,6373.0,6373.0,0.0,6373.0,6373.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,313.8239448,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
80,6,16/02/2018 01:48:38,39967,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.04128406,39967.0,0.0,39967.0,39967.0,39967.0,39967.0,0.0,39967.0,39967.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,0,50.04128406,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS
3389,6,20/02/2018 12:35:54,3472403,9,8,1148.0,1618.0,677.0,0.0,127.55555555555556,218.69105555046767,1173.0,0.0,202.25000000000003,403.753372387508,796.5665275603092,4.895745107926701,217025.1875,266057.77662034705,953788.0,56.0,3472403.0,434050.375,556899.2314444425,1764350.0,749.0,3266529.0,466647.0,334134.59428100724,953788.0,193545.0,0,0,0,0,192,172,2.591865057137665,2.303880050789036,0.0,1173.0,153.6666666666667,304.12420063481414,92491.5294117647,0,0,0,1,0,0,0,0,0.0,162.7058823529412,127.55555555555556,202.25,0,0,0,0,0,0,9,1148,8,1618,8192,62852,5,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
3389,6,20/02/2018 11:31:04,1889920,8,7,1128.0,1581.0,661.0,0.0,141.00000000000003,222.62332055996032,1173.0,0.0,225.8571428571429,430.0986044197418,1433.394006095496,7.93684388757196,134994.2857142857,245854.7436570653,953538.0,48.0,1889920.0,269988.5714285714,391588.3232038706,1149153.0,48.0,1744309.0,290718.1666666667,325307.1934442377,953538.0,146141.0,0,0,0,0,172,152,4.232983406705046,3.703860480866915,0.0,1173.0,169.3125,317.73127403515065,100953.1625,0,0,0,1,0,0,0,0,0.0,180.6,141.0,225.8571428571429,0,0,0,0,0,0,8,1128,7,1581,8192,62872,5,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
80,6,20/02/2018 10:32:32,1107181,3,4,20.0,964.0,20.0,0.0,6.666666667,11.54700538,964.0,0.0,241.0,482.0,888.7435749,6.32236283,184530.1667,451805.3806,1106774.0,6.0,380.0,190.0,220.6173157,346.0,34.0,1107175.0,369058.3333,638880.5333,1106774.0,21.0,0,0,0,0,72,92,2.70958407,3.61277876,0.0,964.0,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1.0,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
50403,6,15/02/2018 11:18:11,38,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52631.5789473684,38.0,0.0,38.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,26315.7894736842,26315.7894736842,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,122,256,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
53,17,14/02/2018 03:17:44,274,1,1,41.0,57.0,41.0,41.0,41.0,0.0,57.0,57.0,57.0,0.0,357664.233576642,7299.2700729927,274.0,0.0,274.0,274.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,3649.6350364964,3649.6350364964,41.0,57.0,46.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1.0,69.5,41.0,57.0,0,0,0,0,0,0,1,41,1,57,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
53,17,20/02/2018 03:37:54,336,1,1,42.0,58.0,42.0,42.0,42.0,0.0,58.0,58.0,58.0,0.0,297619.04761904763,5952.380952380952,336.0,0.0,336.0,336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,2976.190476190476,2976.190476190476,42.0,58.0,47.333333333333336,9.237604307034012,85.33333333333333,0,0,0,0,0,0,0,0,1.0,71.0,42.0,58.0,0,0,0,0,0,0,1,42,1,58,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
54384,6,20/02/2018 03:43:49,27,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74074.07407407407,27.0,0.0,27.0,27.0,27.0,27.0,0.0,27.0,27.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,74074.07407407407,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,123,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
80,6,21/02/2018 02:13:20,15916,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.6597135,15916.0,0.0,15916.0,15916.0,15916.0,15916.0,0.0,15916.0,15916.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,125.6597135,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
80,6,20/02/2018 10:51:42,39919343,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050101025,39900000.0,0.0,39900000.0,39900000.0,39900000.0,39900000.0,0.0,39900000.0,39900000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,0.050101025,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2049,-1,0,20,0.0,0.0,0.0,0.0,39900000.0,0.0,39900000.0,39900000.0,DDoS
443,6,15/02/2018 02:08:10,117158572,16,13,1478.0,5405.0,504.0,0.0,92.375,147.632821554,1460.0,0.0,415.7692307692,590.0120272568,58.7494357647,0.2475277695,4184234.71428571,15296809.3113232,58717586.0,1.0,117158572.0,7810571.46666667,20516459.290045,58717586.0,27.0,117075547.0,9756295.58333333,22736375.7075362,58808127.0,1.0,0,0,0,0,332,264,0.1365670452,0.1109607242,0.0,1460.0,229.4333333333,427.8605705321,183064.667816092,0,0,1,1,0,0,0,1,0.0,237.3448275862,92.375,415.7692307692,0,0,0,0,0,0,16,1478,13,5405,8192,18760,8,20,189938.0,136362.714324701,286361.0,93515.0,58342573.0,530348.470666221,58717586.0,57967560.0,Benign
3389,6,20/02/2018 02:42:16,11516886,11,9,1148.0,1874.0,677.0,0.0,104.36363636363636,202.2944748268092,1173.0,0.0,208.2222222222222,381.220007927764,262.3973181639551,1.7365805305357715,606151.8947368421,1984648.175137232,8740701.0,1.0,11516886.0,1151688.6,2749109.648496732,8899862.0,1.0,11314238.0,1414279.75,2975544.455633804,8740701.0,41657.0,0,0,0,0,244,192,0.9551192917946744,0.7814612387410972,0.0,1173.0,143.9047619047619,286.96670621553034,82349.89047619049,0,0,1,1,0,0,0,1,0.0,151.1,104.36363636363636,208.22222222222223,0,0,0,0,0,0,11,1148,9,1874,8192,62852,5,20,159178.0,0.0,159178.0,159178.0,8740701.0,0.0,8740701.0,8740701.0,Benign
53,17,22/02/2018 04:02:05,1981,1,1,36.0,261.0,36.0,36.0,36.0,0.0,261.0,261.0,261.0,0.0,149924.28066633,1009.5911155982,1981.0,0.0,1981.0,1981.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,504.7955577991,504.7955577991,36.0,261.0,111.0,129.9038105677,16875.0,0,0,0,0,0,0,0,0,1.0,166.5,36.0,261.0,0,0,0,0,0,0,1,36,1,261,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
53,17,23/02/2018 10:14:30,2999236,2,2,76.0,181.0,45.0,31.0,38.0,9.8994949366,134.0,47.0,90.5,61.5182899632,85.6884886684,1.3336729754,999745.333333333,1729610.0765873,2996927.0,910.0,2997837.0,2997837.0,0.0,2997837.0,2997837.0,2998326.0,2998326.0,0.0,2998326.0,2998326.0,0,0,0,0,16,16,0.6668364877,0.6668364877,31.0,134.0,57.6,43.3681911082,1880.8,0,0,0,0,0,0,0,0,1.0,72.0,38.0,90.5,0,0,0,0,0,0,2,76,2,181,-1,-1,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
53,17,15/02/2018 03:30:16,80111,2,2,108.0,238.0,54.0,54.0,54.0,0.0,119.0,119.0,119.0,0.0,4319.0073772641,49.9307211244,26703.6666666667,44745.1038923068,78370.0,612.0,79499.0,79499.0,0.0,79499.0,79499.0,78982.0,78982.0,0.0,78982.0,78982.0,0,0,0,0,16,16,24.9653605622,24.9653605622,54.0,119.0,80.0,35.6019662378,1267.5,0,0,0,0,0,0,0,0,1.0,100.0,54.0,119.0,0,0,0,0,0,0,2,108,2,238,-1,-1,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
80,6,16/02/2018 01:46:33,55778,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.85643085,55778.0,0.0,55778.0,55778.0,55778.0,55778.0,0.0,55778.0,55778.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,0,35.85643085,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS
80,6,21/02/2018 02:28:19,1293,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1546.79041,1293.0,0.0,1293.0,1293.0,1293.0,1293.0,0.0,1293.0,1293.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,1546.79041,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
3389,6,20/02/2018 12:35:39,2865901,10,7,1052.0,1429.0,581.0,0.0,105.2,181.84291144953767,1149.0,0.0,204.1428571428571,420.4990798925441,865.6963377311358,5.931816905050105,179118.81249999997,295670.2366550092,953606.0,3.0,2865901.0,318433.44444444444,395242.03655959695,1122974.0,3.0,2757458.0,459576.3333333334,417454.96323348064,995238.0,93686.0,0,0,0,0,212,152,3.48930406179418,2.4425128432559253,0.0,1149.0,137.83333333333334,288.9071192085992,83467.32352941175,0,0,1,1,0,0,0,1,0.0,145.94117647058823,105.2,204.1428571428572,0,0,0,0,0,0,10,1052,7,1429,8192,62948,5,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
443,6,20/02/2018 03:33:31,5725771,8,9,1087.0,4198.0,738.0,0.0,135.875,257.0583243990693,1460.0,0.0,466.44444444444446,606.9821066372367,923.0197994296316,2.969032467417925,357860.6875,1246844.2452001087,4999368.0,1.0,726402.0,103771.71428571428,223901.77761592568,608952.0,258.0,5714082.0,714260.25,1747338.9572384262,4999373.0,1.0,0,0,0,0,172,192,1.3971917493731412,1.5718407180447838,0.0,1460.0,293.61111111111114,482.88753274550976,233180.36928104577,0,0,1,1,0,0,0,1,1.0,310.88235294117646,135.875,466.44444444444446,0,0,0,0,0,0,8,1087,9,4198,8192,63,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
51884,6,16/02/2018 01:48:11,4435258,5,3,935.0,377.0,935.0,0.0,187.0,418.1447118,377.0,0.0,125.6666667,217.6610515,295.8114274,1.803728216,633608.2857,1584189.305,4224374.0,6.0,4435258.0,1108814.5,2077689.193,4224380.0,20.0,87560.0,43780.0,61475.86356,87250.0,310.0,0,0,0,0,168,104,1.127330135,0.676398081,0.0,935.0,145.7777778,321.1490222,103136.6944,0,0,0,0,1,0,0,0,0.0,164.0,187.0,125.6666667,0,0,0,0,0,0,5,935,3,377,219,211,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
