Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
52358,6,23/02/2018 03:00:28,11,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181818.181818182,11.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,90909.0909090909,90909.0909090909,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,114,254,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
80,6,20/02/2018 12:48:01,115406798,16,15,445.0,2601.0,434.0,0.0,27.812500000000004,108.3175693658851,1460.0,0.0,173.4,461.5554137912371,26.393592516101176,0.2686150256070704,3846893.2666666666,4862816.893084593,10100218.0,1.0,115406798.0,7693786.533333334,4176514.837964559,10111682.0,3849.0,110358479.0,7882748.500000001,4269189.55778301,10111605.0,1.0,0,0,0,0,332,444,0.1386400132165524,0.1299750123905179,0.0,1460.0,95.1875,327.8427472668625,107480.86693548386,0,0,0,1,0,0,0,0,0.0,98.25806451612904,27.8125,173.4,0,0,0,0,0,0,16,445,15,2601,8192,946,12,20,12885.181818181818,4891.406194913316,27633.0,11368.0,10019694.000000002,32249.188101407843,10100218.0,10004008.0,Benign
445,6,20/02/2018 09:36:04,297970,2,0,1.0,0.0,1.0,0.0,0.5,0.7071067811865476,0.0,0.0,0.0,0.0,3.3560425546195924,6.712085109239185,297970.0,0.0,297970.0,297970.0,297970.0,297970.0,0.0,297970.0,297970.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,52,0,6.712085109239185,0.0,0.0,1.0,0.6666666666666667,0.5773502691896257,0.3333333333333333,0,0,0,0,1,0,0,0,0.0,1.0,0.5,0.0,0,0,0,0,0,0,2,1,0,0,255,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
53,17,20/02/2018 04:01:18,385,1,1,31.0,47.0,31.0,31.0,31.0,0.0,47.0,47.0,47.0,0.0,202597.4025974026,5194.805194805195,385.0,0.0,385.0,385.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,2597.4025974025976,2597.4025974025976,31.0,47.0,36.333333333333336,9.237604307034012,85.33333333333333,0,0,0,0,0,0,0,0,1.0,54.5,31.0,47.0,0,0,0,0,0,0,1,31,1,47,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
50302,6,02/03/2018 10:09:32,14,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142857.1429,14.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,71428.57143,71428.57143,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,123,256,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
54533,6,20/02/2018 02:58:34,20,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,20.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,49999.99999999999,49999.99999999999,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,288,253,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
53,17,20/02/2018 10:58:01,1734,1,1,41.0,69.0,41.0,41.0,41.0,0.0,69.0,69.0,69.0,0.0,63437.13956170703,1153.4025374855823,1734.0,0.0,1734.0,1734.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,576.7012687427912,576.7012687427912,41.0,69.0,50.333333333333336,16.165807537309522,261.33333333333337,0,0,0,0,0,0,0,0,1.0,75.5,41.0,69.0,0,0,0,0,0,0,1,41,1,69,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
3389,6,20/02/2018 12:27:42,1351095,8,7,1148.0,1581.0,677.0,0.0,143.5,228.12966237897004,1173.0,0.0,225.8571428571429,430.0986044197418,2019.843164248258,11.102106069521389,96506.78571428572,252501.9092583349,968808.0,28.0,1351095.0,193013.57142857145,383146.86284454825,1060510.0,28.0,1294924.0,215820.6666666667,369130.9414739798,968808.0,56562.0,0,0,0,0,172,152,5.921123237078074,5.1809828324433145,0.0,1173.0,170.56250000000003,319.4332415909987,102037.59583333335,0,0,0,1,0,0,0,0,0.0,181.9333333333333,143.5,225.8571428571429,0,0,0,0,0,0,8,1148,7,1581,8192,62852,5,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
52424,6,15/02/2018 04:30:14,3,3,0,31.0,0.0,31.0,0.0,10.3333333333,17.8978583449,0.0,0.0,0.0,0.0,10333333.3333333,1000000.0,1.5,2.1213203436,3.0,0.0,3.0,1.5,2.1213203436,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,60,0,1000000.0,0.0,0.0,31.0,7.75,15.5,240.25,0,0,0,0,1,0,0,0,0.0,10.3333333333,10.3333333333,0.0,0,0,0,0,0,0,3,31,0,0,1013,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
80,6,15/02/2018 09:56:21,19096112,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1047333614,19096112.0,0.0,19096112.0,19096112.0,19096112.0,19096112.0,0.0,19096112.0,19096112.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,0,0.1047333614,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,226,-1,0,32,0.0,0.0,0.0,0.0,19096112.0,0.0,19096112.0,19096112.0,DoS
443,6,20/02/2018 03:43:30,117262656,15,15,1346.0,3843.0,699.0,0.0,89.73333333333335,180.4737680450568,1430.0,0.0,256.2,486.1900275171662,44.251087063898666,0.255835924439576,4043539.8620689656,15021006.746520337,58516999.0,0.0,117262656.0,8375904.000000001,21160375.623915654,58613063.0,206.0,117106952.0,8364782.285714285,21197817.73909984,58613103.0,0.0,0,0,0,0,312,312,0.127917962219788,0.127917962219788,0.0,1430.0,167.3870967741935,365.2445461531543,133403.57849462365,0,0,0,1,0,0,0,0,1.0,172.96666666666667,89.73333333333333,256.2,0,0,0,0,0,0,15,1346,15,3843,8192,181,8,20,279786.5,176036.35449673457,404263.0,155310.0,58273637.5,344165.13385945995,58516999.0,58030276.0,Benign
53,17,20/02/2018 11:17:53,2024,1,1,36.0,68.0,36.0,36.0,36.0,0.0,68.0,68.0,68.0,0.0,51383.39920948616,988.1422924901184,2024.0,0.0,2024.0,2024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,494.07114624505925,494.07114624505925,36.0,68.0,46.66666666666666,18.475208614068023,341.3333333333333,0,0,0,0,0,0,0,0,1.0,70.0,36.0,68.0,0,0,0,0,0,0,1,36,1,68,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
80,6,21/02/2018 02:29:56,485,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4123.71134,485.0,0.0,485.0,485.0,485.0,485.0,0.0,485.0,485.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,4123.71134,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
53,17,23/02/2018 01:52:07,20671,1,1,33.0,61.0,33.0,33.0,33.0,0.0,61.0,61.0,61.0,0.0,4547.4336026317,96.753906439,20671.0,0.0,20671.0,20671.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,48.3769532195,48.3769532195,33.0,61.0,42.3333333333,16.1658075373,261.3333333333,0,0,0,0,0,0,0,0,1.0,63.5,33.0,61.0,0,0,0,0,0,0,1,33,1,61,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
53,17,15/02/2018 04:30:20,498,1,1,30.0,158.0,30.0,30.0,30.0,0.0,158.0,158.0,158.0,0.0,377510.040160643,4016.0642570281,498.0,0.0,498.0,498.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,2008.0321285141,2008.0321285141,30.0,158.0,72.6666666667,73.9008344563,5461.3333333333,0,0,0,0,0,0,0,0,1.0,109.0,30.0,158.0,0,0,0,0,0,0,1,30,1,158,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
80,6,21/02/2018 02:16:09,7839,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.1345835,7839.0,0.0,7839.0,7839.0,7839.0,7839.0,0.0,7839.0,7839.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,255.1345835,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
53,17,20/02/2018 12:37:07,5893,1,1,32.0,48.0,32.0,32.0,32.0,0.0,48.0,48.0,48.0,0.0,13575.428474461223,339.38571186153064,5893.0,0.0,5893.0,5893.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,169.69285593076532,169.69285593076532,32.0,48.0,37.333333333333336,9.237604307034012,85.33333333333333,0,0,0,0,0,0,0,0,1.0,56.0,32.0,48.0,0,0,0,0,0,0,1,32,1,48,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
8080,6,02/03/2018 01:47:25,11301,3,4,326.0,129.0,326.0,0.0,108.6666667,188.2161878,112.0,0.0,32.25,53.7672453,40261.92372,619.4142111,1883.5,4201.439741,10453.0,20.0,516.0,258.0,288.4995667,462.0,54.0,10859.0,3619.666667,5919.817762,10453.0,50.0,0,0,0,0,72,92,265.4632333,353.9509778,0.0,326.0,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1.0,65.0,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Botnet
53,17,20/02/2018 10:05:40,380,1,1,46.0,62.0,46.0,46.0,46.0,0.0,62.0,62.0,62.0,0.0,284210.52631578944,5263.157894736842,380.0,0.0,380.0,380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,2631.578947368421,2631.578947368421,46.0,62.0,51.333333333333336,9.237604307034012,85.33333333333333,0,0,0,0,0,0,0,0,1.0,77.0,46.0,62.0,0,0,0,0,0,0,1,46,1,62,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
80,6,21/02/2018 02:12:06,15453,3,4,334.0,935.0,334.0,0.0,111.3333333,192.8349899,935.0,0.0,233.75,467.5,82119.9767,452.9864751,2575.5,5571.193113,13910.0,2.0,14252.0,7126.0,9594.024807,13910.0,342.0,15445.0,5148.333333,7900.093312,14246.0,20.0,0,0,0,0,72,92,194.1370608,258.8494144,0.0,935.0,158.625,334.7676966,112069.4107,0,0,1,1,0,0,0,1,1.0,181.2857143,111.3333333,233.75,0,0,0,0,0,0,3,334,4,935,65535,219,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
80,6,21/02/2018 02:12:01,26129,3,4,284.0,935.0,284.0,0.0,94.66666667,163.9674764,935.0,0.0,233.75,467.5,46653.14402,267.9015653,4354.833333,6615.498663,12941.0,3.0,13160.0,6580.0,8862.876395,12847.0,313.0,26126.0,8708.666667,7522.819573,13162.0,23.0,0,0,0,0,72,92,114.8149566,153.0866087,0.0,935.0,152.375,331.4763243,109876.5536,0,0,1,1,0,0,0,1,1.0,174.1428571,94.66666667,233.75,0,0,0,0,0,0,3,284,4,935,65535,219,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
443,6,20/02/2018 09:07:44,12,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166666.66666666666,12.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,83333.33333333333,83333.33333333333,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,255,176,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
443,6,14/02/2018 12:11:40,64228383,40,66,1791.0,77653.0,540.0,0.0,44.775,133.3000254871,1460.0,0.0,1176.5606060606,538.8908018053,1236.8986465065,1.6503607136,611698.885714286,2341950.77525503,10188316.0,0.0,64228383.0,1646881.61538462,3654226.04034028,10228958.0,25.0,64216571.0,987947.246153846,2937556.54531945,10228857.0,0.0,0,0,0,0,812,1392,0.6227776278,1.0275830858,0.0,1460.0,742.4672897196,700.5946438933,490832.855052019,0,0,0,1,0,0,0,0,1.0,749.4716981132,44.775,1176.5606060606,0,0,0,0,0,0,40,1791,66,77653,8192,122,10,20,676514.0,1571960.30203717,3885177.0,11560.0,10028161.1666667,133414.069360644,10188316.0,9846213.0,Benign
53,17,20/02/2018 02:48:56,1021,1,1,35.0,67.0,35.0,35.0,35.0,0.0,67.0,67.0,67.0,0.0,99902.05680705192,1958.8638589618024,1021.0,0.0,1021.0,1021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,979.4319294809012,979.4319294809012,35.0,67.0,45.66666666666666,18.475208614068023,341.3333333333333,0,0,0,0,0,0,0,0,1.0,68.5,35.0,67.0,0,0,0,0,0,0,1,35,1,67,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
80,6,23/02/2018 10:49:40,85,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23529.4117647059,85.0,0.0,85.0,85.0,85.0,85.0,0.0,85.0,85.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,23529.4117647059,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,278,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
445,6,20/02/2018 03:53:06,273556,6,5,455.0,338.0,140.0,0.0,75.83333333333333,62.9362110923963,145.0,0.0,67.6,69.75887040369848,2898.858003480092,40.211145067189165,27355.6,34766.28996344336,67822.0,4.0,273487.0,54697.4,30590.237311926823,70066.0,4.0,273493.0,68373.25,1123.647742844704,70053.0,67719.0,0,0,0,0,128,112,21.93335185483045,18.27779321235872,0.0,145.0,66.08333333333333,63.402693279950775,4019.901515151516,0,0,0,1,0,0,0,0,0.0,72.0909090909091,75.83333333333333,67.6,0,0,0,0,0,0,6,455,5,338,8192,0,4,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
80,6,23/02/2018 02:09:37,122,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16393.4426229508,122.0,0.0,122.0,122.0,122.0,122.0,0.0,122.0,122.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,16393.4426229508,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,278,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
80,6,20/02/2018 10:51:12,1667390,3,4,20.0,964.0,20.0,0.0,6.666666667,11.54700538,964.0,0.0,241.0,482.0,590.1438776,4.198177991,277898.3333,680533.7438,1667032.0,4.0,331.0,165.5,205.7680733,311.0,20.0,1667386.0,555795.3333,962359.1953,1667032.0,23.0,0,0,0,0,72,92,1.799219139,2.398958852,0.0,964.0,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1.0,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
445,6,15/02/2018 04:54:38,121997,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.7876915006,40665.6666666667,70366.5953157699,121918.0,1.0,121997.0,60998.5,86263.4917708529,121996.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,72,32,24.5907686255,8.1969228752,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,1,0,8192,8192,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
80,6,21/02/2018 02:29:03,1838,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1088.139282,1838.0,0.0,1838.0,1838.0,1838.0,1838.0,0.0,1838.0,1838.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,1088.139282,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
