Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min
3389,6,23/02/2018 04:22:41,3939986,14,8,1441.0,1731.0,725.0,0.0,102.9285714286,191.1489408352,1179.0,0.0,216.375,405.4647906151,805.0790028188,5.583776186,187618.380952381,238327.938336125,953127.0,66.0,3939986.0,303075.846153846,314588.430132092,1202258.0,15883.0,3844607.0,549229.571428571,310945.8334715,953127.0,120857.0,0,0,0,0,292,172,3.5533121184,2.0304640676,0.0,1179.0,137.9130434783,278.894719961,77782.2648221344,0,0,1,1,0,0,0,1,0.0,144.1818181818,102.9285714286,216.375,0,0,0,0,0,0,14,1441,8,1731,8192,62644,7,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,6,01/03/2018 03:56:54,115743516,16,14,417.0,334.0,406.0,0.0,26.0625,101.3176317,334.0,0.0,23.85714286,89.2652548,6.488484418,0.259193785,3991155.724,4906894.554,10100000.0,16.0,116000000.0,7716234.4,4184967.613,10100000.0,10274.0,111000000.0,8558105.538,3749914.098,10100000.0,48234.0,0,0,0,0,332,424,0.138236685,0.1209571,0.0,406.0,24.22580645,92.77381444,8606.980645,0,0,1,1,0,0,0,1,0.0,25.03333333,26.0625,23.85714286,0,0,0,0,0,0,16,417,14,334,8192,172,12,20,41688.81818,104274.0885,356087.0,10184.0,10100000.0,57264.84989,10100000.0,9899781.0
22,6,14/02/2018 02:50:49,368765,22,22,1912.0,2665.0,640.0,0.0,86.9090909091,137.6880217811,976.0,0.0,121.1363636364,258.6415602914,12411.6985071794,119.3171803181,8575.9302325581,20811.9330003078,87514.0,8.0,368259.0,17536.1428571429,27438.6986704649,87514.0,348.0,368747.0,17559.380952381,36610.1327797048,125632.0,13.0,0,0,0,0,712,712,59.658590159,59.658590159,0.0,976.0,101.7111111111,203.7371995112,41508.8464646465,0,0,0,1,0,0,0,0,1.0,104.0227272727,86.9090909091,121.1363636364,0,0,0,0,0,0,22,1912,22,2665,26883,230,16,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52842,6,20/02/2018 04:27:12,44,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45454.545454545456,44.0,0.0,44.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,22727.272727272728,22727.272727272728,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,126,254,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52459,6,20/02/2018 04:30:43,33,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60606.0606060606,33.0,0.0,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,30303.0303030303,30303.0303030303,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,40927,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,17,20/02/2018 05:04:09,26721,1,1,42.0,142.0,42.0,42.0,42.0,0.0,142.0,142.0,142.0,0.0,6885.969836458216,74.84749822237191,26721.0,0.0,26721.0,26721.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,37.42374911118596,37.42374911118596,42.0,142.0,75.33333333333334,57.735026918962575,3333.333333333333,0,0,0,0,0,0,0,0,1.0,113.0,42.0,142.0,0,0,0,0,0,0,1,42,1,142,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55427,6,20/02/2018 09:49:13,36,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55555.55555555556,36.0,0.0,36.0,36.0,36.0,36.0,0.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,55555.55555555556,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,259,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,17,14/02/2018 01:28:39,2235,1,1,55.0,113.0,55.0,55.0,55.0,0.0,113.0,113.0,113.0,0.0,75167.7852348993,894.8545861298,2235.0,0.0,2235.0,2235.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,447.4272930649,447.4272930649,55.0,113.0,74.3333333333,33.486315613,1121.3333333333,0,0,0,0,0,0,0,0,1.0,111.5,55.0,113.0,0,0,0,0,0,0,1,55,1,113,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,17,20/02/2018 01:08:54,545,1,1,31.0,112.0,31.0,31.0,31.0,0.0,112.0,112.0,112.0,0.0,262385.3211009174,3669.7247706422017,545.0,0.0,545.0,545.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,1834.8623853211009,1834.8623853211009,31.0,112.0,58.0,46.76537180435969,2187.0,0,0,0,0,0,0,0,0,1.0,87.0,31.0,112.0,0,0,0,0,0,0,1,31,1,112,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,6,20/02/2018 10:34:47,13840102,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.144507606,13800000.0,0.0,13800000.0,13800000.0,13800000.0,13800000.0,0.0,13800000.0,13800000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,0.144507606,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2049,-1,0,20,0.0,0.0,0.0,0.0,13800000.0,0.0,13800000.0,13800000.0
3389,6,20/02/2018 08:51:07,2093846,8,7,1128.0,1581.0,661.0,0.0,141.00000000000003,222.62332055996032,1173.0,0.0,225.8571428571429,430.0986044197418,1293.791424966306,7.163850636579768,149560.42857142855,250527.2164163819,953313.0,4.0,2093846.0,299120.8571428572,390953.99253468367,1160390.0,4.0,1943742.0,323957.0,314943.13459416764,953313.0,151310.0,0,0,0,0,172,152,3.820720339509209,3.343130297070558,0.0,1173.0,169.3125,317.73127403515065,100953.1625,0,0,0,1,0,0,0,0,0.0,180.6,141.0,225.8571428571429,0,0,0,0,0,0,8,1128,7,1581,8192,62872,5,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,6,02/03/2018 10:48:28,964,3,0,77.0,0.0,46.0,0.0,25.66666667,23.45918441,0.0,0.0,0.0,0.0,79875.51867,3112.033195,482.0,656.1950929,946.0,18.0,964.0,482.0,656.1950929,946.0,18.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,60,0,3112.033195,0.0,0.0,46.0,30.75,21.68524844,470.25,0,1,0,0,1,0,0,0,0.0,41.0,25.66666667,0.0,0,0,0,0,0,0,3,77,0,0,256,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38404,6,16/02/2018 01:47:55,4388970,5,3,935.0,349.0,935.0,0.0,187.0,418.1447118,349.0,0.0,116.3333333,201.4952439,292.5515554,1.822751124,626995.7143,1614535.546,4288093.0,3.0,4388970.0,1097242.5,2127379.494,4288096.0,27.0,58864.0,29432.0,31296.54614,51562.0,7302.0,0,0,0,0,168,104,1.139219452,0.683531671,0.0,935.0,142.6666667,318.7557843,101605.25,0,0,0,0,1,0,0,0,0.0,160.5,187.0,116.3333333,0,0,0,0,0,0,5,935,3,349,219,211,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52904,6,16/02/2018 01:48:37,4127374,5,3,935.0,372.0,935.0,0.0,187.0,418.1447118,372.0,0.0,124.0,214.7743001,316.6662386,1.938278431,589624.8571,1502865.589,3997431.0,7.0,4127374.0,1031843.5,1977347.063,3997438.0,19.0,81663.0,40831.5,10758.62968,48439.0,33224.0,0,0,0,0,168,104,1.211424019,0.726854412,0.0,935.0,145.2222222,320.7030471,102850.4444,0,0,0,0,1,0,0,0,0.0,163.375,187.0,124.0,0,0,0,0,0,0,5,935,3,372,237,211,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3389,6,20/02/2018 04:40:40,10016581,14,10,1375.0,1731.0,741.0,0.0,98.2142857142857,197.0498486605429,1179.0,0.0,173.10000000000002,369.04093419444825,310.08584665765693,2.396027147386917,435503.5217391304,644060.9471333135,3017539.0,38.0,10016581.0,770506.2307692308,867091.9465756553,3433841.0,133228.0,9898544.0,1099838.2222222222,863526.2170052768,3017539.0,117935.0,0,0,0,0,292,212,1.3976825026423687,0.998344644744549,0.0,1179.0,124.24,272.2808415343736,74136.85666666666,0,0,1,1,0,0,0,1,0.0,129.41666666666666,98.21428571428572,173.1,0,0,0,0,0,0,14,1375,10,1731,8192,62625,6,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,17,15/02/2018 10:58:25,417,1,1,65.0,193.0,65.0,65.0,65.0,0.0,193.0,193.0,193.0,0.0,618705.035971223,4796.1630695444,417.0,0.0,417.0,417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,2398.0815347722,2398.0815347722,65.0,193.0,107.6666666667,73.9008344563,5461.3333333333,0,0,0,0,0,0,0,0,1.0,161.5,65.0,193.0,0,0,0,0,0,0,1,65,1,193,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,6,20/02/2018 03:24:12,5809173,8,5,350.0,3136.0,193.0,0.0,43.75,74.42493821677938,1460.0,0.0,627.2,742.5262284929738,600.0854166333143,2.237840050554528,484097.75,1643852.551383107,5703838.0,2.0,5809173.0,829881.857142857,2149314.147784624,5703838.0,14.0,43597.0,10899.25,13209.613907428686,29139.0,2.0,0,0,0,0,172,112,1.3771323388027863,0.8607077117517415,0.0,1460.0,249.00000000000003,508.2664352785547,258334.7692307692,0,0,1,1,0,0,0,1,0.0,268.15384615384613,43.75,627.2,0,0,0,0,0,0,8,350,5,3136,8192,219,3,20,105321.0,0.0,105321.0,105321.0,5703838.0,0.0,5703838.0,5703838.0
63615,6,02/03/2018 01:57:25,131,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15267.17557,131.0,0.0,131.0,131.0,131.0,131.0,0.0,131.0,131.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,15267.17557,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,259,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59236,6,16/02/2018 01:46:20,3688274,5,3,935.0,309.0,935.0,0.0,187.0,418.1447118,309.0,0.0,103.0,178.4012332,337.2851366,2.169036248,526896.2857,1348373.129,3583963.0,8.0,3688274.0,922068.5,1774942.37,3583971.0,25.0,82282.0,41141.0,57781.93773,81999.0,283.0,0,0,0,0,168,104,1.355647655,0.813388593,0.0,935.0,138.2222222,315.784253,99719.69444,0,0,0,0,1,0,0,0,0.0,155.5,187.0,103.0,0,0,0,0,0,0,5,935,3,309,219,211,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,6,14/02/2018 08:30:37,46112407,9,9,1600.0,992.0,800.0,0.0,177.7777777778,351.6346746901,496.0,0.0,110.2222222222,218.7154417147,56.2104684754,0.3903504755,2712494.52941176,4398680.13495046,10021090.0,33.0,40308601.0,5038575.125,5333055.1271326,10031057.0,215.0,46095553.0,5761944.125,4962578.31218489,10136530.0,6266.0,0,0,0,0,192,240,0.1951752378,0.1951752378,0.0,800.0,136.4210526316,280.0841769876,78447.1461988304,0,0,0,1,0,0,0,0,1.0,144.0,177.7777777778,110.2222222222,0,0,0,0,0,0,9,1600,9,992,8192,32,6,20,62758.5,91680.3762881312,200279.0,16834.0,10014391.75,5194.5594856542,10021090.0,10008406.0
3389,6,20/02/2018 09:11:12,2891043,8,7,1128.0,1581.0,661.0,0.0,141.00000000000003,222.62332055996032,1173.0,0.0,225.8571428571429,430.0986044197418,937.032067665545,5.188438912876772,206503.07142857145,266406.114515606,968773.0,4.0,2891043.0,413006.1428571429,418798.489869702,1324961.0,4.0,2588837.0,431472.8333333333,264170.0394968488,968773.0,297696.0,0,0,0,0,172,152,2.767167420200945,2.4212714926758268,0.0,1173.0,169.3125,317.73127403515065,100953.1625,0,0,0,1,0,0,0,0,0.0,180.6,141.0,225.8571428571429,0,0,0,0,0,0,8,1128,7,1581,64240,62872,5,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,17,20/02/2018 10:57:17,830,1,1,32.0,128.0,32.0,32.0,32.0,0.0,128.0,128.0,128.0,0.0,192771.0843373494,2409.638554216868,830.0,0.0,830.0,830.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,1204.8192771084337,1204.8192771084337,32.0,128.0,64.0,55.42562584220407,3072.0,0,0,0,0,0,0,0,0,1.0,96.0,32.0,128.0,0,0,0,0,0,0,1,32,1,128,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3389,6,23/02/2018 10:23:55,3877677,14,8,1442.0,1731.0,725.0,0.0,103.0,191.1254119078,1179.0,0.0,216.375,405.4647906151,818.2734147274,5.6734998815,184651.285714286,259966.570966181,953123.0,3.0,3877677.0,298282.846153846,337185.83699271,1178589.0,3.0,3846422.0,549488.857142857,352615.065256449,965129.0,107236.0,0,0,0,0,292,172,3.6104090155,2.063090866,0.0,1179.0,137.9565217391,278.8794914492,77773.7707509882,0,0,1,1,0,0,0,1,0.0,144.2272727273,103.0,216.375,0,0,0,0,0,0,14,1442,8,1731,8192,62558,7,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,6,21/02/2018 02:12:18,11533,3,4,266.0,935.0,266.0,0.0,88.66666667,153.5751716,935.0,0.0,233.75,467.5,104135.9577,606.9539582,1922.166667,4241.786813,10564.0,3.0,10826.0,5413.0,7284.61406,10564.0,262.0,11530.0,3843.333333,6056.218815,10826.0,21.0,0,0,0,0,72,92,260.1231249,346.8308333,0.0,935.0,150.125,330.5149391,109240.125,0,0,1,1,0,0,0,1,1.0,171.5714286,88.66666667,233.75,0,0,0,0,0,0,3,266,4,935,65535,219,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
445,6,20/02/2018 04:14:33,155192,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.77452446002372,51730.66666666667,88157.00324043083,153522.0,93.0,155192.0,77596.0,107507.10079804032,153615.0,1577.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,72,32,19.330893345017785,6.443631115005928,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,1,0,8192,8192,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,6,16/02/2018 01:45:58,52110,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.38034926,52110.0,0.0,52110.0,52110.0,52110.0,52110.0,0.0,52110.0,52110.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,0,38.38034926,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,6,20/02/2018 02:36:01,68086510,12,12,1234.0,583.0,780.0,0.0,102.83333333333331,249.0369937226681,298.0,0.0,48.583333333333336,113.50006674674314,26.68663733829212,0.3524927331419983,2960283.0434782607,4436933.531644908,10082891.0,40.0,62534309.0,5684937.181818181,5002120.350496373,10099770.0,16908.0,68069642.0,6188149.2727272725,4675370.935918136,10099949.0,7622.0,0,0,0,0,252,324,0.1762463665709991,0.1762463665709991,0.0,780.0,72.67999999999998,187.86957355214992,35294.97666666667,0,0,0,1,0,0,0,0,1.0,75.70833333333333,102.83333333333331,48.583333333333336,0,0,0,0,0,0,12,1234,12,583,8192,0,8,20,368315.1428571429,929810.8789960872,2476928.0,16703.0,9358329.142857142,1686667.5594233563,10082891.0,5535219.0
80,6,16/02/2018 01:47:26,22924,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.24480893,22924.0,0.0,22924.0,22924.0,22924.0,22924.0,0.0,22924.0,22924.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,0,87.24480893,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
445,6,20/02/2018 10:07:35,575448,5,4,373.0,172.0,140.0,0.0,74.6,70.2837107728384,133.0,0.0,43.0,62.75348595894893,947.0881817297133,15.639988322142054,71931.0,99214.12779006251,192650.0,4.0,575395.0,143848.75,95899.296849612,192691.0,4.0,575407.0,191802.3333333333,917.0045437909964,192721.0,190887.0,0,0,0,0,112,92,8.68888240119003,6.951105920952024,0.0,140.0,54.5,64.19804427619964,4121.388888888889,0,0,0,1,0,0,0,0,0.0,60.55555555555556,74.6,43.0,0,0,0,0,0,0,5,373,4,172,8192,0,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,6,16/02/2018 01:48:06,15700,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.388535,15700.0,0.0,15700.0,15700.0,15700.0,15700.0,0.0,15700.0,15700.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,0,127.388535,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
