Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min
80,6,21/02/2018 02:15:43,16784,3,4,309.0,935.0,309.0,0.0,103.0,178.4012332,935.0,0.0,233.75,467.5,74118.20782,417.0638704,2797.333333,6286.173197,15612.0,5.0,15902.0,7951.0,10834.2901,15612.0,290.0,16778.0,5592.666667,8936.528651,15901.0,32.0,0,0,0,0,72,92,178.7416587,238.3222116,0.0,935.0,155.5,333.0087944,110894.8571,0,0,1,1,0,0,0,1,1.0,177.7142857,103.0,233.75,0,0,0,0,0,0,3,309,4,935,65535,219,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,6,15/02/2018 08:55:03,85,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23529.4117647059,85.0,0.0,85.0,85.0,85.0,85.0,0.0,85.0,85.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,23529.4117647059,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,278,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,6,20/02/2018 03:02:01,446,3,0,46.0,0.0,46.0,0.0,15.333333333333332,26.558112382722783,0.0,0.0,0.0,0.0,103139.0134529148,6726.457399103139,223.0,42.42640687119285,253.0,193.0,446.0,223.0,42.42640687119285,253.0,193.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,60,0,6726.457399103139,0.0,0.0,46.0,11.5,23.0,529.0,0,0,0,0,1,0,0,0,0.0,15.333333333333334,15.333333333333334,0.0,0,0,0,0,0,0,3,46,0,0,256,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,6,02/03/2018 09:15:00,5400571,6,4,686.0,1753.0,397.0,0.0,114.3333333,180.3869914,930.0,0.0,438.25,507.929375,451.6189121,1.851656056,600063.4444,1633339.685,4950043.0,31.0,450528.0,90105.6,105926.7046,270287.0,1110.0,5374796.0,1791598.667,2783479.853,5000395.0,27577.0,0,0,0,0,132,92,1.110993634,0.740662423,0.0,930.0,221.7272727,352.5005222,124256.6182,0,0,0,1,0,0,0,0,0.0,243.9,114.3333333,438.25,0,0,0,0,0,0,6,686,4,1753,8192,123,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
445,6,01/03/2018 08:40:46,749014,5,4,286.0,170.0,103.0,0.0,57.2,52.48523602,131.0,0.0,42.5,61.79805822,608.8003696,12.01579677,93626.75,129050.7938,249484.0,5.0,748921.0,187230.25,124816.9297,249851.0,5.0,748985.0,249661.6667,144.7768398,249828.0,249564.0,0,0,0,0,112,92,6.675442649,5.340354119,0.0,131.0,45.6,52.98469381,2807.377778,0,0,0,1,0,0,0,0,0.0,50.66666667,57.2,42.5,0,0,0,0,0,0,5,286,4,170,8192,0,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,6,20/02/2018 08:39:07,488,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4098.360655737705,488.0,0.0,488.0,488.0,488.0,488.0,0.0,488.0,488.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,4098.360655737705,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,255,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60751,6,21/02/2018 02:29:12,15078,5,2,935.0,289.0,935.0,0.0,187.0,418.1447118,289.0,0.0,144.5,204.3538598,81177.87505,464.2525534,2513.0,5856.836552,14465.0,6.0,15078.0,3769.5,7351.172628,14795.0,6.0,14465.0,14465.0,0.0,14465.0,14465.0,0,0,0,0,124,40,331.6089667,132.6435867,0.0,935.0,153.0,331.7645465,110067.7143,0,0,1,1,0,0,0,1,0.0,174.8571429,187.0,144.5,0,0,0,0,0,0,5,935,2,289,65535,32768,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
880,6,01/03/2018 02:42:15,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,24,20,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,1024,0,0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,20/02/2018 05:28:55,324074,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.428574955102848,81018.5,153968.08053727675,311899.0,219.0,324074.0,81018.5,153968.08053727675,311899.0,219.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,15.428574955102848,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,5,0,0,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,17,22/02/2018 10:06:12,338,1,1,47.0,175.0,47.0,47.0,47.0,0.0,175.0,175.0,175.0,0.0,656804.733727811,5917.1597633136,338.0,0.0,338.0,338.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,2958.5798816568,2958.5798816568,47.0,175.0,89.6666666667,73.9008344563,5461.3333333333,0,0,0,0,0,0,0,0,1.0,134.5,47.0,175.0,0,0,0,0,0,0,1,47,1,175,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,20/02/2018 04:07:54,112639618,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0266336130507828,56319809.0,11.31370849898476,56319817.0,56319801.0,112639618.0,56319809.0,11.31370849898476,56319817.0,56319801.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0266336130507828,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0.0,0.0,56319809.0,11.31370849898476,56319817.0,56319801.0
52797,6,20/02/2018 03:25:52,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,180,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,6,21/02/2018 02:25:29,11958,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.2520488,11958.0,0.0,11958.0,11958.0,11958.0,11958.0,0.0,11958.0,11958.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,167.2520488,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,6,20/02/2018 08:51:49,60242636,9,10,436.0,1812.0,431.0,0.0,48.44444444444444,143.45915020582612,1398.0,0.0,181.2,446.8986462275311,37.31576420394354,0.315391245495964,3346813.111111111,4833628.686527227,10093657.0,1.0,50384826.0,6298103.25,5173720.650909522,10093657.0,190.0,60212050.0,6690227.777777778,4988175.831447048,10124337.0,1.0,0,0,0,0,192,272,0.1493958531296671,0.1659953923662968,0.0,1398.0,112.40000000000003,329.18486247731767,108362.67368421056,0,0,0,1,0,0,0,0,1.0,118.3157894736842,48.44444444444444,181.2,0,0,0,0,0,0,9,436,10,1812,8192,946,6,20,54789.8,53930.73783752638,151264.0,30613.0,10022175.4,40522.43800414781,10093657.0,10000386.0
443,6,20/02/2018 11:34:59,110439158,18,17,1125.0,3947.0,796.0,0.0,62.50000000000001,190.3641247714495,1460.0,0.0,232.17647058823525,499.9517770863152,45.92573949178424,0.3169165777232745,3248210.529411765,4748485.127463732,10014370.0,1.0,110422531.0,6495443.0,4930192.640477386,10030994.0,1022.0,110422614.0,6901413.375,4791755.40989753,10031062.0,1.0,0,0,0,0,372,484,0.1629856685433983,0.1539309091798762,0.0,1460.0,140.88888888888886,373.6846476282052,139640.21587301587,0,0,0,1,0,0,0,0,0.0,144.9142857142857,62.5,232.1764705882353,0,0,0,0,0,0,18,1125,17,3947,8192,63,14,20,25640.454545454548,29818.97174740818,115548.0,16624.0,10012771.454545457,4273.6898194332825,10014370.0,9999945.0
80,6,21/02/2018 02:20:30,4695,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425.9850905,4695.0,0.0,4695.0,4695.0,4695.0,4695.0,0.0,4695.0,4695.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,425.9850905,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,6,16/02/2018 01:47:33,63379,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.33429054,31689.5,12191.22801,40310.0,23069.0,63379.0,31689.5,12191.22801,40310.0,23069.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,96,0,47.33429054,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,225,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,6,23/02/2018 11:16:24,116929550,17,18,873.0,3543.0,431.0,0.0,51.3529411765,142.8946032818,1460.0,0.0,196.8333333333,470.2868023564,37.766330239,0.2993255341,3439104.41176471,4756310.14732954,10165828.0,1.0,116888984.0,7305561.5,4487040.66739027,10210317.0,209.0,116898904.0,6876406.11764706,4700572.39469676,10206315.0,1.0,0,0,0,0,352,504,0.145386688,0.1539388461,0.0,1460.0,122.6666666667,349.983754725,122488.628571429,0,0,0,1,0,0,0,0,1.0,126.1714285714,51.3529411765,196.8333333333,0,0,0,0,0,0,17,873,18,3543,8192,980,13,20,38955.6666666667,9213.3905942614,62055.0,30565.0,9701793.0,1319737.84271347,10165828.0,5515852.0
8080,6,02/03/2018 03:33:26,490,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4081.632653,490.0,0.0,490.0,490.0,490.0,490.0,0.0,490.0,490.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,4081.632653,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,6,20/02/2018 10:51:33,32983698,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.060636015,33000000.0,0.0,33000000.0,33000000.0,33000000.0,33000000.0,0.0,33000000.0,33000000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,0.060636015,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2049,-1,0,20,0.0,0.0,0.0,0.0,33000000.0,0.0,33000000.0,33000000.0
80,6,20/02/2018 10:46:24,6021168,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6643229353507492,2007056.0,3449007.363471554,5989585.0,16.0,6021168.0,3010584.0,4212943.6165230125,5989585.0,31583.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,72,32,0.4982422015130618,0.1660807338376873,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,1,0,8192,29200,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53502,6,20/02/2018 04:34:36,100,2,1,38.0,0.0,38.0,0.0,19.0,26.87005768508881,0.0,0.0,0.0,0.0,380000.0,30000.0,50.0,45.254833995939045,82.0,18.0,100.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,40,20,20000.0,10000.0,0.0,38.0,19.0,21.939310229205777,481.3333333333333,0,1,0,0,1,0,0,0,0.0,25.33333333333333,19.0,0.0,0,0,0,0,0,0,2,38,1,0,176,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,17,01/03/2018 08:19:57,338,1,1,31.0,63.0,31.0,31.0,31.0,0.0,63.0,63.0,63.0,0.0,278106.5089,5917.159763,338.0,0.0,338.0,338.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,2958.579882,2958.579882,31.0,63.0,41.66666667,18.47520861,341.3333333,0,0,0,0,0,0,0,0,1.0,62.5,31.0,63.0,0,0,0,0,0,0,1,31,1,63,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,17,15/02/2018 12:31:17,354,1,1,45.0,61.0,45.0,45.0,45.0,0.0,61.0,61.0,61.0,0.0,299435.028248588,5649.7175141243,354.0,0.0,354.0,354.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,2824.8587570622,2824.8587570622,45.0,61.0,50.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1.0,75.5,45.0,61.0,0,0,0,0,0,0,1,45,1,61,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3389,6,22/02/2018 03:45:27,8976216,11,7,1132.0,1581.0,661.0,0.0,102.9090909091,197.7723208872,1173.0,0.0,225.8571428571,430.0986044197,302.2431724014,2.0052993377,528012.705882353,1473443.60235359,6167574.0,70.0,8976216.0,897621.6,1879143.45735297,6167574.0,70.0,8855229.0,1475871.5,2420151.12684615,6375557.0,115954.0,0,0,0,0,232,152,1.2254607064,0.7798386313,0.0,1173.0,142.7894736842,296.9505344044,88179.619883041,0,0,1,1,0,0,0,1,0.0,150.7222222222,102.9090909091,225.8571428571,0,0,0,0,0,0,11,1132,7,1581,8192,62868,5,20,890948.0,0.0,890948.0,890948.0,6167574.0,0.0,6167574.0,6167574.0
80,6,20/02/2018 01:47:48,119910520,18,16,598.0,768.0,293.0,0.0,33.22222222222224,94.508982178512,384.0,0.0,47.99999999999999,131.16096980428287,11.391827839625748,0.2835447632117682,3633652.1212121216,4788914.156422282,10014566.0,22.0,119878268.0,7051662.823529412,4548920.705441007,10046664.0,22908.0,119878013.0,7991867.533333333,4161354.928162648,11062209.0,219.0,0,0,0,0,372,464,0.1501119334650537,0.1334328297467144,0.0,384.0,39.02857142857143,110.25491471352828,12156.146218487394,0,0,1,1,0,0,0,1,0.0,40.1764705882353,33.22222222222222,48.0,0,0,0,0,0,0,18,598,16,768,8192,980,14,20,133517.58333333334,290068.93628504564,1047889.0,32041.0,9856338.083333334,501571.541380681,10014566.0,8265294.0
22,6,14/02/2018 03:14:12,371762,22,22,1912.0,2665.0,640.0,0.0,86.9090909091,137.6880217811,976.0,0.0,121.1363636364,258.6415602914,12311.6402429511,118.3552918265,8645.6279069767,24605.0978612769,123634.0,3.0,371645.0,17697.380952381,35042.4684368499,123634.0,243.0,371753.0,17702.5238095238,44193.4241257894,163550.0,10.0,0,0,0,0,712,712,59.1776459132,59.1776459132,0.0,976.0,101.7111111111,203.7371995112,41508.8464646465,0,0,0,1,0,0,0,0,1.0,104.0227272727,86.9090909091,121.1363636364,0,0,0,0,0,0,22,1912,22,2665,26883,230,16,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,17,20/02/2018 04:18:09,59032,2,2,74.0,338.0,37.0,37.0,37.0,0.0,169.0,169.0,169.0,0.0,6979.265483127795,67.75985905949315,19677.333333333336,20201.53262337621,40366.0,1.0,18665.0,18665.0,0.0,18665.0,18665.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,16,16,33.879929529746576,33.879929529746576,37.0,169.0,89.8,72.29937759068193,5227.2,0,0,0,0,0,0,0,0,1.0,112.25,37.0,169.0,0,0,0,0,0,0,2,74,2,338,-1,-1,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
